rank,clan_name,member_num,leader_name,damage,lap,boss_id,remain,grade_rank
1704,艾咪斯,1,艾咪斯,27241643,1,4,11814120,1652
1705,JOJO,21,佑树,27239369,1,4,11815870,1804
1706,可爱buling,10,灶门炭治郎,27177502,1,4,11863460,1797
1707,圣光守护,12,虹漆,27163364,1,4,11874335,2508
1708,心之彼岸,11,清泉,27086457,1,4,11933494,1836
1709,Shadow,15,异漓,27069668,1,4,11946409,1669
1710,144,2,拉飞,27050795,1,4,11960926,1705
1711,沙雕组织,30,沃咝 尼达耶,27004118,1,4,11996832,2811
1712,大世界,10,沙雕的飞鱼吖,27000008,1,4,11999993,1616
1713,老爹的古玩店,21,星辰,27000006,1,4,11999995,1563
1714,单推可可萝,5,邪王真眼,27000004,1,4,11999996,747
1715,公主骑士,12,King Arthu,26991730,1,3,6361,1582
1716,阿斯特莱亚大陆行会,17,佑树君,26991610,1,3,6453,1976
1717,白玉楼,12,白玉,26980528,1,3,14978,3805
1718,欧皇聚集地,15,DIO,26922313,1,3,59759,2199
1719,东方,30,这首歌,26921997,1,3,60002,1751
1720,Gdcda,17,小琊,26831606,1,3,129533,1722
1721,墨染樱雨,15,冰糖,26659583,1,3,261859,1920
1722,星辉,9,佑树领,26587956,1,3,316956,1561
1723,启缘阁,30,AUG,26562289,1,3,336700,1610
1724,行会,1,幸运,26381512,1,3,475760,1745
1725,Re魔女,4,夏课Cc,26371877,1,3,483171,1928
1726,墨落花,30,大路饼藏,26299970,1,3,538484,2249
1727,angel beat,2,E.M.T.,26295712,1,3,541760,1809
1728,Happy team,21,宅到久时自然呆,26293813,1,3,543220,1916
1729,咲恋天下第一,9,九十九七七,26221528,1,3,598824,2548
1730,养老院异世仙尊,29,python,26212431,1,3,605822,1741
1731,UE对不起,8,转生曰服去投敌,26208912,1,3,608529,1730
1732,曙光,1,曙光,26204886,1,3,611626,1783
1733,默不渡河川,30,大買賣出珠車司机绕路,26177169,1,3,632946,1700
1734,成为爱抖露,1,羽生结弦,26154880,1,3,650092,1648
1735,雪悠,30,伊斯塔战灵,26128973,1,3,670020,2250
1736,xcw赛高,2,小骏骏,26060764,1,3,722489,0
1737,咸鱼会,9,槲寄生Kira,25897892,1,3,847775,1670
1738,LangGeGe,30,ITTLI,25832578,1,3,898016,1917
1739,Alic小队,9,天外飞仙,25669647,1,3,1023348,1302
1740,鸭鸭会,29,贺风,25655339,1,3,1034354,2468
1741,妖精的尾巴,29,文山采枫,25543190,1,3,1120623,1614
1742,棺材,30,鞍马百丸,25498782,1,3,1154783,2073
1743,神山古典部,10,伊特里斯,25448784,1,3,1193243,2092
1744,小小甜心 ,8,银灰的妖精,25354278,1,3,1265940,1853
1745,茶会,18,糖逗儿,25298695,1,3,1308696,1973
1746,绅士天堂,30,零,25266319,1,3,1333600,2006
1747,为美好的世界献上祝福,6,忍冬,25234612,1,3,1357990,1704
1748,大枫树,5,骑龙勇士,25179627,1,3,1400286,1856
1749,养老院,30,Moment|'格调,25151443,1,3,1421966,1463
1750,真步真步王国,30,可可奶茶鸭,25128435,1,3,1439665,2292
1751,Ciel froid,4,cflatminor,25033670,1,3,1512561,2197
1752,奥利给的私人农场,29,奥利给骑士团大团长,24992169,1,3,1544485,1081
1753,神之塔,23,望夜的星,24985092,1,3,1549929,1482
1754,Cat,30,圣凯瑟琳,24894597,1,3,1619540,2014
1755,xcw神教,2,xcw教教主,24887471,1,3,1625022,1961
1756,ACFUN,18,伊藤诚,24884614,1,3,1627220,2339
1757,sao躺尸组,8,安,24854265,1,3,1650565,1334
1758,xcw奈斯,6,疾风,24795456,1,3,1695803,2506
1759,东方幻想乡,26,樱井智树,24785437,1,3,1703510,1628
1760,清雅阁,18,佑,24748570,1,3,1731869,1338
1761,萝莉保护协会,17,溯世书,24745547,1,3,1734194,1878
1762,约翰山天文台,3,希斯拉德,24708410,1,3,1762761,1733
1763,圣殿骑士团,10,浑元派太极拳掌门人,24666669,1,3,1794870,2065
1764,罪恶王冠,2,伊兹卡,24653478,1,3,1805016,1604
1765,街角的咖啡店,9,平心,24622218,1,3,1829063,1780
1766,000,1,LAEVATEIN,24597863,1,3,1847797,1662
1767,娱乐为主,17,无我,24565634,1,3,1872589,1457
1768,随便取个名,26,達也,24507466,1,3,1917333,1845
1769,～星间都市山脉～,30,零,24468211,1,3,1947530,1683
1770,tea party,3,佑树,24350243,1,3,2038274,1831
1771,随便,25,猎龙者,24292147,1,3,2082963,1901
1772,休闲养老工会,5,佑树,24285012,1,3,2088452,1773
1773,天使家园,30,帝企鹅,24268421,1,3,2101214,1982
1774,圣芙蕾雅幼儿园,15,蓝原柚子,24219558,1,3,2138801,2460
1775,夜行宫,30,龙傲天,24184320,1,3,2165907,2324
1776,咸鱼罐头,8,墨珩,24146693,1,3,2194851,2013
1777,小行星,30,养金鱼的三夕没一点,24133578,1,3,2204940,1838
1778,星之空,23,宋仲基,24110880,1,3,2222400,1992
1779,命中劫,19,牧敬,23981781,1,3,2321706,2059
1780,大家都是一朵莲花,7,阿尔达Aldum,23981063,1,3,2322259,1851
1781,乔家大院,5,落雨,23980085,1,3,2323011,1985
1782,hololive社,21,逢魔时王,23897975,1,3,2386173,1352
1783,顺其自然,30,水桥琪露西,23873113,1,3,2405297,1833
1784,兲才,3,龙,23856282,1,3,2418244,2974
1785,公主连结,10,灰大叔,23800434,1,3,2461204,1668
1786,人才辈出阿卡姆,12,桃夭,23779054,1,3,2477650,1975
1787,已枫之名,28,霜赫,23775011,1,3,2480760,1372
1788,没有黄段子的无聊工会,30,亲爱的达瓦里氏,23769231,1,3,2485206,1494
1789,白给真香,18,来击剑啊,23766159,1,3,2487570,1657
1790,还是种田适合老夫,12,望073,23739124,1,3,2508366,2971
1791,天命,21,闪耀的光辉,23718222,1,3,2524444,2123
1792,臭鼬不愧是接头霸王,11,KL一DJ,23674319,1,3,2558216,2259
1793,咸鱼塘,5,至高之咸者,23672776,1,3,2559403,1848
1794,此花亭,30,紫色月,23659805,1,3,2569380,1726
1795,雷姆行会,17,庵刀神.十香,23650856,1,3,2576264,1658
1796,深邃空羽,30,四斋蒸鹅心,23566783,1,3,2640936,1504
1797,随便,19,佑树,23524145,1,3,2673734,2020
1798,公主联盟,3,佑树,23509878,1,3,2684709,1753
1799,天命,15,奥托.阿波卡利斯,23387746,1,3,2778656,2125
1800,super,30,优衣真屑,23385124,1,3,2780673,2060
1801,红色二次元委员会,9,曦.,23379233,1,3,2785205,2159
1802,二次元行会,30,求那跋十歇,23339124,1,3,2816058,1872
1803,月羽,26,悠斗滋贝鲁库,23335108,1,3,2819147,2066
1804,二次元行团,30,嘤嘤酱,23287462,1,3,2855798,1815
1805,欅之奇迹,6,[欅]会不会读/写,23284380,1,3,2858169,1716
1806,小雀巢,30,鹿乃,23274079,1,3,2866093,1278
1807,行会,11,佑树,23239368,1,3,2892793,1895
1808,赤心木,16,西琳,23198609,1,3,2924146,2727
1809,……,2,思晏,23182015,1,3,2936911,1536
1810,全服最强,4,未来之空是弟弟,23127247,1,3,2979040,1707
1811,我们的故事,30,朕的天下,23111352,1,3,2991267,1771
1812,Van团,30,求你了！！！出货吧,23059003,1,3,3031536,1550
1813,公主焊接,9,佑树,23003589,1,3,3074162,1798
1814,血族,9,澪界侍卫,22946597,1,3,3118002,1723
1815,第七天堂,3,佑树,22887550,1,3,3163423,2160
1816,露今明,9,夏季,22878095,1,3,3170696,2780
1817,有你就可以,19,莉莎,22836769,1,3,3202485,629
1818,凯露激光焊接有限公司,21,甜茶,22808703,1,3,3224074,2484
1819,美食殿堂,2,光辉大人,22793959,1,3,3235416,1829
1820,游悠闲,30,佑树,22747690,1,3,3271007,1693
1821,动漫行会,9,八幡,22709022,1,3,3300752,1846
1822,罗亚利特同好会,30,凯恩斯,22706192,1,3,3302929,1900
1823,摸鱼人也有尊严,26,萝莉控,22687365,1,3,3317411,1575
1824,梦乐园,9,白野,22686938,1,3,3317740,2113
1825,幻梦灵域,5,dafd,22634771,1,3,3357868,1918
1826,海蓝不见鲸,30,可可科科,22602190,1,3,3382930,1734
1827,美食殿堂,30,大猪蹄子,22580677,1,3,3399479,1585
1828,法芙娜,16,佑树（装备农场加Q）,22551641,1,3,3421814,1525
1829,兔子大队,8,夕灵,22415928,1,3,3526209,1871
1830,公主的后花园,30,西西里,22379893,1,3,3553928,1656
1831,接头霸王,14,萧萧,22377754,1,3,3555573,2154
1832,咸鱼养老院,15,巨型大咸鱼,22374326,1,3,3558210,2590
1833,妖精的尾巴,30,佑树,22365537,1,3,3564971,1843
1834,大枫树,15,沉沦菌,22283054,1,3,3628420,1966
1835,风之岭,2,见风,22279225,1,3,3631365,1778
1836,咸鱼之海2.0,30,YM,22251147,1,3,3652963,1849
1837,境界的彼方,12,栗山未来,22218932,1,3,3677744,2017
1838,炽天使,30,阿撒托斯,22188320,1,3,3701292,2763
1839,月虚宫,1,尸鬼封禁,22181108,1,3,3706840,1709
1840,黑猫狂热,11,萌熊,22171169,1,3,3714485,1929
1841,公主骑士,1,零一,22084215,1,3,3781373,1777
1842,夏与秋的乐园,1,秋琦,22073852,1,3,3789344,1824
1843,就芜湖呗,16,未稻,21999922,1,3,3846213,1782
1844,＊＊＊＊＊,22,阿尔萨斯,21978125,1,3,3862980,1840
1845,美食殿堂,30,甜美的土拨鼠,21962044,1,3,3875350,1830
1846,澪翎,2,帝王依旧是我乔鲁诺哒,21859391,1,3,3954314,1802
1847,苏维埃,12,柪金雷,21828233,1,3,3978282,1890
1848,华哥是天,6,三司绫濑,21823743,1,3,3981736,2095
1849,云端公主梦,30,BADAPPLE,21799784,1,3,4000166,1865
1850,西风帝国,12,樱空,21796131,1,3,4002976,1957
1851,凯露保护协会 招人中,12,坂井直人,21787352,1,3,4009729,2189
1852,牧场,29,火云邪猴,21758951,1,3,4031576,2119
1853,爱希德萨库拉,14,路人玩家的养成,21717500,1,3,4063461,1775
1854,Poikilothe,2,limzoo,21620081,1,3,4138399,1965
1855,Kirara,18,kyro3,21586751,1,3,4164037,2038
1856,自卫团,11,王牌,21576855,1,3,4171650,1880
1857,元素圣堂,3,阿野,21505489,1,3,4226546,2046
1858,泠泠,30,幼麟,21485517,1,3,4241910,2598
1859,南町的枫,8,南町,21456875,1,3,4263942,1832
1860,哔哩哔哩动画,17,Conbercept,21419354,1,3,4292804,1899
1861,动漫社,3,想看动漫丶呀,21410305,1,3,4299765,1962
1862,有手就行,11,WSDS ,21382969,1,3,4320793,1498
1863,春风临门,3,佑树,21361799,1,3,4337077,1978
1864,暧昧关系,30,佑树,21350959,1,3,4345416,1842
1865,干啥啥不行,19,暗淡的影子,21343639,1,3,4351046,1938
1866,JOJO的战队,18,一刀山火海,21335840,1,3,4357046,1465
1867,学园都市分会,9,尼矛,21330312,1,3,4361298,0
1868,无人深空,4,七九,21320137,1,3,4369125,2212
1869,樱花树,18,顾伤,21255304,1,3,4418996,1817
1870,无聊之人,30,橡胶彩虹,21241067,1,3,4429948,2021
1871,赤色中轴,30,叶默,21229414,1,3,4438912,2009
1872,盧布朗咖啡店,2,衣之咲璃乃,21210977,1,3,4453094,1762
1873,xcn,22,佑树,21104978,1,3,4534632,1781
1874,蔚蓝温暖,30,zrs小可爱,21052578,1,3,4574940,2191
1875,学生党公会,10,啊哈！,21017826,1,3,4601672,1873
1876,刀剑殿堂,11,仰望星空的猫,20973215,1,3,4635988,1145
1877,纳萨力克地下大坟墓,29,魔云,20963198,1,3,4643693,1951
1878,非酋难民聚居地,19,佐树,20942555,1,3,4659573,1919
1879,吃喝拉撒睡,14,某下饭的小凯吖,20924399,1,3,4673539,0
1880,樱之都,3,零,20858795,1,3,4724003,1805
1881,每一天都不同,2,你关心吗,20836200,1,3,4741384,2458
1882,钢筋炼铜术士协会,12,星野林彩,20792647,1,3,4774886,1507
1883,咸鱼社,23,燕纭诺,20771741,1,3,4790968,1531
1884,只是想看看团队战是啥,1,萌豚,20749823,1,3,4807828,1892
1885,黎明之星,3,阡陌,20738964,1,3,4816181,1935
1886,养肝行会,23,澪,20696907,1,3,4848533,2333
1887,二次元集结会！,28,勇气,20681516,1,3,4860372,1712
1888,。。,1,不看不想不洗,20672136,1,3,4867587,0
1889,大枫树,30,那边的我,20483681,1,3,5012553,2527
1890,萨尔拉斯,11,骑士佑树,20476463,1,3,5018105,1792
1891,帝国滑稽团,1,佑树MK2,20454668,1,3,5034870,2044
1892,神明,2,高明天子,20449675,1,3,5038711,1897
1893,紫辰后援团,1,邪武,20384914,1,3,5088527,0
1894,刀剑神域,17,无名氏,20366323,1,3,5102828,1789
1895,怠惰,3,培提奇乌斯,20303138,1,3,5151432,0
1896,藏经阁,16,樱雪,20239623,1,3,5200290,1643
1897,Goddess,16,看简介领石头,20184743,1,3,5242505,2768
1898,可可萝塞高,25,QT0303,20155624,1,3,5264904,1945
1899,公主骑士团,30,佑树,20057465,1,3,5340411,1876
1900,万国,2,刘玄策,20001134,1,3,5383743,2025
1901,不正之义,14,佑树,19992159,1,3,5390646,1826
1902,whysgdd,1,MovingNote,19983155,1,3,5397573,1925
1903,r6player,30,璘,19956021,1,3,5418445,2254
1904,萌之正义,10,佑树心凡,19924874,1,3,5442404,1291
1905,东风,5,夜神刃,19893884,1,3,5466243,2948
1906,6个猫猫头,6,佑树,19892816,1,3,5467064,2012
1907,天地会总舵,30,傻仔,19889104,1,3,5469920,1200
1908,大枫树,26,君御,19799216,1,3,5539064,2019
1909,安达与岛村,3,神奇的卡卡（憋佬中）,19794200,1,3,5542923,2002
1910,大枫树,30,思忆流年,19748986,1,3,5577703,1251
1911,Pagoda,22,XuanD,19711436,1,3,5606587,1821
1912,Asuka的猫窝,30,我就是蛇,19668039,1,3,5639970,2007
1913,开心就好,12,佑树,19632061,1,3,5667645,1980
1914,幽灵低语,25,唇膏笔,19605804,1,3,5687843,2147
1915,养老院,2,好哥哥,19595759,1,3,5695570,2106
1916,遗忘,1,佑树,19573015,1,3,5713065,1921
1917,萌小屋,2,樱落,19552732,1,3,5728667,0
1918,养老,3,恋雪二年,19510712,1,3,5760990,2297
1919,神圣复仇者,28,待花.2333,19507771,1,3,5763253,2244
1920,FKF-棕色祝福,30,刃心,19485472,1,3,5780406,1990
1921,深夜食堂,30,佑树,19458531,1,3,5801130,2561
1922,蛤蛤蛤,1,SlashBreak,19394486,1,3,5850395,1758
1923,凤栖坞,25,RainyKy,19373978,1,3,5866170,1511
1924,一个人的公会.JPG,14,南柯,19299508,1,3,5923455,1991
1925,养猪致富,12,养猪专业户（未挖完）,19285693,1,3,5934082,2180
1926,向阳花的农场,2,浅川绿,19214608,1,3,5988763,1879
1927,沐雨橙风,20,黑川沐子,19181419,1,3,6014293,1818
1928,相遇,30,佑树,19071618,1,3,6098755,1737
1929,黑人抬馆服务中心,12,八神大,18996811,1,3,6156299,1955
1930,奥格瑞姆,26,伊利丹怒风,18969587,1,3,6177240,1956
1931,爱蜜莉雅守护团,2,守护爱蜜莉亚,18957808,1,3,6186301,1930
1932,塞西莉亚,4,五十岚鲤子,18947558,1,3,6194186,2138
1933,兮兮真幽静,14,烺凌如梦,18924712,1,3,6211760,1941
1934,龙之女 清姬,30,佑树,18846436,1,3,6271972,1984
1935,第一初恋,13,魔祖,18787617,1,3,6317217,1404
1936,常夏,2,灰之骑士,18770597,1,3,6330310,0
1937,爱冒险的梦,3,心,18747956,1,3,6347726,1885
1938,甜心骑士团,15,亚瑟,18726453,1,3,6364266,2067
1939,听雪阁,30,桐人,18707254,1,3,6379035,2086
1940,大疯树707,30,一哭二闹三上悠亚,18637680,1,3,6432553,1950
1941,囡囡,12,佑树,18615515,1,3,6449603,2043
1942,咸鱼公会,30,浮灯,18506505,1,3,6533457,2300
1943,萌新,18,佑树,18493618,1,3,6543370,1150
1944,团结友爱荒木庄,20,砸挖路多,18476201,1,3,6556768,2135
1945,丟丟壹家親,2,那个女人$那把刀,18467202,1,3,6563690,1855
1946,第四国际,30,畅爽怡神始于1886,18441050,1,3,6583807,1644
1947,休闲养老,4,佑树,18393759,1,3,6620185,1968
1948,灵叶阁,23,松冈爱衣挖矿求放过,18384601,1,3,6627230,2401
1949,非洲快乐队,7,大幽幽子猫,18282253,1,3,6705959,1940
1950,瓜皮王国,21,小孩谈恋爱不,18275212,1,3,6711375,2098
1951,圣堂,29,天星,18261730,1,3,6721746,2577
1952,浮光堆糖,14,佑树,18253506,1,3,6728072,2688
1953,兰德索尔骑士团,13,战鹰2005,18225223,1,3,6749828,2307
1954,千之陨,24,你,18088555,1,3,6854957,1626
1955,风萧萧兮易水寒,30,回响者之殇,18031089,1,3,6899162,2457
1956,二次元世界,30,老公,17965553,1,3,6949574,2167
1957,星纹,3,艾德里,17921921,1,3,6983137,1713
1958,猫香蒲,2,御琴羽寿沙沙,17906712,1,3,6994836,2096
1959,拉比林斯,11,王雨婷,17904880,1,3,6996246,2111
1960,樱落之时,29,风聆祈樱,17822827,1,3,7059363,1696
1961,萝莉控,30,夜瑰,17783430,1,3,7089669,1841
1962,妖梦园,2,比企谷八幡,17775450,1,3,7095807,2116
1963,妈宝天团,29,佑树001,17770133,1,3,7099897,1002
1964,萌妹宝藏,25,赖小猪不是猪啦,17767833,1,3,7101666,2031
1965,vansama,8,大基基,17711669,1,3,7144870,2488
1966,Eushully,28,风雪皓,17666638,1,3,7179509,2070
1967,SJIK,30,奈,17653404,1,3,7189689,1852
1968,暗鸦,14,桐谷和人,17643981,1,3,7196937,2175
1969,手谈姬,30,星咏真白,17612726,1,3,7220980,1793
1970,佑树养老院,5,佑树,17610243,1,3,7222890,2164
1971,塔罗会,30,佑树,17601624,1,3,7229520,2110
1972,南瓜大菠萝,10,Radiumc,17601240,1,3,7229815,1814
1973,剑舞轻尘,2,科纳吉,17593109,1,3,7236070,2032
1974,养 老 院,1,佑树,17554972,1,3,7265406,2072
1975,老二次元了,30,骑士君对不起 挖矿中,17538061,1,3,7278414,1539
1976,议会,15,狮子座,17530451,1,3,7284268,1906
1977,懒懒的梦 诗一般的你,21,羽落云中,17480419,1,3,7322754,1687
1978,皇家骑士团,18,天命主教大人,17469174,1,3,7331404,1998
1979,只要是玩家都可以加入,13,星空羽王,17457898,1,3,7340078,2152
1980,小咸鱼,7,咕叽,17450646,1,3,7345656,2168
1981,秋野星步,1,冬生心雾,17424749,1,3,7365577,2554
1982,非常人研究中心,4,神奇老太婆,17421563,1,3,7368028,2121
1983,一个人的公主连结,1,咸鱼白菜,17353377,1,3,7420479,2272
1984,肥宅之家,30,希儿,17346430,1,3,7425823,1650
1985,白糸台农庄,3,弘世堇,17291818,1,3,7467832,2011
1986,崩坏三养老会,10,一株玉米,17282006,1,3,7475380,1944
1987,444455,1,gyshen,17206402,1,3,7533536,2026
1988,荇轻院,30,striker,17175269,1,3,7557485,1685
1989,老咸鱼,24,老咸鱼P,17145474,1,3,7580404,1679
1990,平民工厂,1,佑树最恶的男人,17132727,1,3,7590210,2076
1991,SCP姬金会紧急招人,15,观音坂诚@挖不动了,17061539,1,3,7644970,2490
1992,柚子,30,佑树,17025489,1,3,7672700,2187
1993,闲鱼,9,若然,16990624,1,3,7699520,2681
1994,卢本伟NB,28,泳装环奈,16954485,1,3,7727319,2337
1995,风灵月影,1,weisp,16832095,1,3,7821465,1887
1996,南华,2,伯昏,16831051,1,3,7822268,2141
1997,逍遥自在,11,川野春兔,16735505,1,3,7895765,2223
1998,美食殿堂,11,爸爸,16735288,1,3,7895932,2464
1999,九离,3,南柯子,16725502,1,3,7903460,2405
2000,EX骑士团,16,咸鱼王,16721061,1,3,7906876,1908
2001,S   C   P,11,扶她泥萌水,16707089,1,3,7917623,2107
2002,四月是你的谎言,13,靡靡,16676433,1,3,7941205,0
2003,灬清风戏纸鸢灬,11,小七,16670178,1,3,7946016,1974
2004,派蒙研究协会,26,月可,16662267,1,3,7952102,3057
2005,咒术高专,30,炼铜师,16628010,1,3,7978453,2375
2006,炸天帮,5,我家老婆真好看,16614434,1,3,7988896,2769
2007,浅茶末子后宫团,30,弱智,16556356,1,3,8033572,1936
2008,SQG天庭,4,啦啦啦啦啦,16537892,1,3,8047775,1983
2009,咕噜咕噜,21,光明无光,16533303,1,3,8051305,1869
2010,单推千歌,4,KE,16523244,1,3,8059043,1141
2011,要用魔法打败魔法,30,佑树(挖矿中),16472095,1,3,8098388,1905
2012,初雪樱花,6,小坂井绫,16438928,1,3,8123901,1971
2013,梦之湖,9,辉月,16398374,1,3,8155096,2276
2014,不不不不不,3,空白,16368766,1,3,8177872,2482
2015,咸鱼养老,1,AwAy,16331216,1,3,8206756,0
2016,未来,19,月落,16284947,1,3,8242348,1806
2017,塔罗会,3,愚者,16176141,1,3,8326045,1947
2018,上条势力,13,你怕不是无聊,16174763,1,3,8327105,2238
2019,魅影,4,巴雷武,16135383,1,3,8357397,1934
2020,披着闪光的马里奥,1,奥西里斯,16134213,1,3,8358297,2027
2021,美食殿堂,1,佑树,16107567,1,3,8378794,2155
2022,兴欣,30,Dio,16084400,1,3,8396615,3119
2023,云隐宗,24,小梅,16059356,1,3,8415880,2057
2024,君心,6,普利奈特,16056869,1,3,8417793,2063
2025,Dojo,20,MaxChen,16046599,1,3,8425693,2053
2026,风星雪,3,佑树,16032553,1,3,8436497,2049
2027,登峰造極境,9,余人,16011583,1,3,8452628,1634
2028,昼夜,23,翩若惊鸿,15930393,1,3,8515082,1717
2029,笨猪排骨香,4,佑树,15891297,1,3,8545156,2041
2030,星尘,3,无故,15873444,1,3,8558889,2385
2031,女少口阿,30,逸院忏一,15871784,1,3,8560166,2173
2032,琪亚娜,8,佑树,15870687,1,3,8561010,2413
2033,蕾姆,28,冰乐,15865718,1,3,8564832,2117
2034,牙白得死内,13,阿离,15764939,1,3,8642354,2156
2035,大枫树,16,HLR丶随机,15678830,1,3,8708592,1989
2036,流星划过的天空,8,佑树,15675379,1,3,8711246,2093
2037,讴歌,29,佑树,15662524,1,3,8721135,1746
2038,汐鹿生,2,汐鹿生,15652571,1,3,8728791,2279
2039,末境,1,奇亚,15639676,1,3,8738710,1996
2040,圣殿,30,羽毛,15623256,1,3,8751341,2303
2041,糖果罐子,4,CK,15589079,1,3,8777631,1755
2042,卡尔瓦纳,12,罗兰,15540475,1,3,8815019,2101
2043,纯牛奶,10,恰恰饭,15432107,1,3,8898379,2522
2044,星环,1,没有名字,15429040,1,3,8900738,2274
2045,(^w^)/呦吼！,2,B_D_,15427032,1,3,8902283,2127
2046,帝空,30,游长生,15392810,1,3,8928607,1970
2047,云团,11,Notkeen,15382159,1,3,8936800,1449
2048,终结的炽天使,17,20岁苦守中路,15374242,1,3,8942890,3752
2049,Emmm,9,[u]TonyJ,15366221,1,3,8949060,1875
2050,咸鱼养生所,22,人间灾难,15345094,1,3,8965312,1949
2051,纸片人可还行,6,漠孤烟,15208148,1,3,9070655,2016
2052,呼哈花花,2,咸鱼,15159140,1,3,9108353,2757
2053,地狱之歌,1,满灬,15152694,1,3,9113312,2024
2054,欧皇大队,15,古元之时,15114724,1,3,9142520,2456
2055,浅浅夏季,11,月霜夜,15089842,1,3,9161660,3043
2056,大雷姬寺,4,雷霸天,15088871,1,3,9162406,2367
2057,咸鱼阁,5,我明白了,15078767,1,3,9170179,1874
2058,黑箧,20,落雁孤寒,15058984,1,3,9185396,2273
2059,END,11,谁打我谁司马,15056326,1,3,9187441,2100
2060,永世的方舟,1,STY136,15036860,1,3,9202415,2137
2061,bb机,4,顾语旭,15017373,1,3,9217405,2264
2062,Knight,11,官人,14995122,1,3,9234521,2356
2063,牌友交易,30,高琴,14979995,1,3,9246157,2431
2064,休伯利安,2,伊莉雅爱因兹贝伦,14953244,1,3,9266735,2537
2065,幻彩琉璃,30,森川,14936031,1,3,9279976,2166
2066,连结地域,20,戈登.弗里曼,14897440,1,3,9309661,1969
2067,环奈连结,5,咲恋妈妈天下第一,14894628,1,3,9311824,1924
2068,世界树,30,悠悠,14888111,1,3,9316837,2268
2069,开心就好,4,旃檀,14828432,1,3,9362744,2000
2070,大枫树,5,石头丸,14816558,1,3,9371878,1952
2071,天启,7,陈皮皮,14808682,1,3,9377936,2089
2072,休伯利安,22,二刺猿,14802819,1,3,9382446,2387
2073,人走茶已凉.,18,葬,14775103,1,3,9403766,2209
2074,农场,28,龙傲天,14718010,1,3,9447684,1667
2075,约会大作战,30,黑衣剑士桐人,14676891,1,3,9479314,2055
2076,行天之道,23,sk,14620394,1,3,9522773,2103
2077,缪芙含,1,缪芙含,14602301,1,3,9536691,2064
2078,公主焊接老年公寓,19,风行止水,14596811,1,3,9540914,1600
2079,边渡,12,星夜语,14595728,1,3,9541747,2124
2080,枫叶之红,1,佑树,14565638,1,3,9564893,2241
2081,黑猫妹抖咖啡厅,14,佑树良野,14536198,1,3,9587540,3462
2082,沉迷二次元无法自拔,1,主人,14475089,1,3,9634546,2407
2083,绯红苍穹,11,南浮鲤电池,14472965,1,3,9636180,0
2084,养老乐园,7,老子闪亮登场,14469235,1,3,9639050,2838
2085,咸鱼,21,喜剧人,14423110,1,3,9674530,2227
2086,哔咔小部落,6,翔太郎,14346536,1,3,9733433,2636
2087,哈哈哈,5,咕叽叽,14318404,1,3,9755073,3568
2088,辰月,29,Jesse_enn,14254028,1,3,9804593,1483
2089,骑士的公主,29,风之叶,14241559,1,3,9814185,2416
2090,千城,30,见崎鸣彡,14217549,1,3,9832654,2604
2091,安静下来啊,1,mio,14209109,1,3,9839146,0
2092,世晓,21,小别目,14161741,1,3,9875583,2370
2093,天上人间,2,絢纚鋶謃,14156769,1,3,9879408,2246
2094,小屋屠宰场,5,会长4  10-10,14141108,1,3,9891455,0
2095,贪吃大魔王,17,ssr,14132385,1,3,9898165,2530
2096,松旅,5,樱令（排名不在意）,14126897,1,3,9902386,2263
2097,花式划水协会,1,剑与冯远征大人,14122203,1,3,9905997,0
2098,墨江缘,3,佑树.,14104782,1,3,9919398,2153
2099,美食圣殿,30,主任夸爷上班摸鱼,14094224,1,3,9927520,1584
2100,夏天有点甜,27,芸芝,14051070,1,3,9960715,2216
2101,公主集结,8,路路,14038939,1,3,9970046,2056
2102,佛系行会,30,求len其,14000000,1,3,10000000,2005
2103,茕茕孑立,13,野原新之助py,14000000,1,3,10000000,1731
2104,痴汉友好协会！,30,阿尔泰尔,13959870,1,2,40130,2955
2105,白上会,8,禾林淼,13920459,1,2,79541,2262
2106,孤城,27,灯灯灯,13911609,1,2,88391,2437
2107,乔家大院,26,缯伽,13810716,1,2,189284,2494
2108,游飞,2,大飞,13796457,1,2,203543,2170
2109,Mys永恒,15,梦幻永恒,13759273,1,2,240727,1674
2110,这个人很懒丶,30,湖深不知底,13716838,1,2,283162,2256
2111,公 主 焊 接,11,哈卡奈,13692556,1,2,307444,2001
2112,图斯库尔,2,后宫王,13676422,1,2,323578,1870
2113,凯菇我点了,1,玛奇玛玛玛玛玛,13665634,1,2,334366,2843
2114,公主连结,13,影月,13621651,1,2,378349,3803
2115,连接未来,5,寂寞的剑,13597837,1,2,402163,2205
2116,进来带带菜鸡会长,2,布丁布丁丁丁丁丁,13577634,1,2,422366,2404
2117,随便玩玩吧～,3,大幻梦森罗万象狂气断,13577036,1,2,422964,2483
2118,绅士画手指挥部,30,鱿鱼蛋包饭,13564894,1,2,435106,1724
2119,丘丘人保护协会,1,牛杂王阿晴,13560504,1,2,439496,2203
2120,hanser小天使,30,废柴玩家柠七,13525720,1,2,474280,2355
2121,浅梦,17,阿虚,13514380,1,2,485620,2582
2122,咕噜灵波~~可爱的呢,12,涛儿,13498088,1,2,501912,2436
2123,星 月 之 都,23,樱井智树,13477252,1,2,522748,2390
2124,睿智女神阿库娅,10,路人君,13441325,1,2,558675,2139
2125,咸鱼屋,1,音叶,13426519,1,2,573481,2247
2126,学园都市,26,天赋梦路,13405731,1,2,594269,2317
